title,year,activity,agent,label,work_uuid,agent_uuid
Silver City,1984,hasActor,Halina Ambramowicz,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,5a040f27-ae01-4eb3-955e-e3ffaa5a9196
Silver City,1984,hasActor,Ron Blanchard,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,7856af0b-24d5-4549-8720-fe2485206625
Silver City,1984,hasActor,Ron Graham,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,c2149a30-071d-446e-93ad-50fb8810a23d
Silver City,1984,hasActor,John Clayton,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,c6392c75-2087-412f-b65a-9a50f7f8abd1
Silver City,1984,hasActor,Steve Jacobs,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,827680d3-1e5c-4e99-b8d5-07ffecdcabce
Silver City,1984,hasActor,Ian Gilmour,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,a1c7e7ad-ba19-49a6-88be-8d2e197539c8
Silver City,1984,hasActor,Brian Anderson,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,2ce4dc02-7787-4c30-a481-d6fea9666c23
Silver City,1984,hasActor,Judith Fisher,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,99adaa93-358f-4851-a757-75aeba7b2831
Silver City,1984,hasActor,Alan Cinis,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,1a98d09f-33e4-4aa6-96c8-3bc19a2e94b6
Silver City,1984,hasActor,Dennis Miller,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,52f1b961-9eac-45fc-9ee6-5581e627924a
Silver City,1984,hasDirector,Sophia Turkiewicz,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,724fa74c-5bf6-425e-b857-a4e6205121d4
Silver City,1984,hasProducer,Joan Long,Silver City (1984),4daaad81-9b8c-4cc0-b9e0-76adad284219,998f4633-e2c7-49aa-a40a-c29f2779db80
Singapore Sling,1993,hasActor,John Waters,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,30afa3cf-920d-4840-8286-21cee711d9c3
Singapore Sling,1993,hasActor,Burkhard Heyl,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,3090b809-0646-4530-ab77-12feb6b168a9
Singapore Sling,1993,hasActor,Deborra-Lee Furness,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,10902574-d3c1-4195-8fe6-a7419e37db9e
Singapore Sling,1993,hasActor,Jan-Michael Vincent,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,9ddd1b65-288c-456a-9636-b4f3faa97d7d
Singapore Sling,1993,hasActor,Andy Anderson,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,079c715f-9dbb-4044-ba8a-b532318856d4
Singapore Sling,1993,hasActor,Paul Chubb,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,e1f51c07-8140-415b-b8a3-c716d3e697f0
Singapore Sling,1993,hasActor,Bruce Venables,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,1736312b-ce5c-425d-b54f-e46c6383670c
Singapore Sling,1993,hasActor,Gandhi Macintyre,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,413679fd-5fb7-4e66-9cf8-cc092db53bcc
Singapore Sling,1993,hasActor,Patricia Stephenson,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,57e287b7-ede2-4251-a1d8-a0c52296876e
Singapore Sling,1993,hasActor,Raj Sidhu,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,9a381a5c-bb54-43b0-9395-7f05b061b469
Singapore Sling,1993,hasActor,Kee Chan,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,dfd2b838-52d6-460f-b03d-6f21eaee8ae3
Singapore Sling,1993,hasDirector,Robert Marchand,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,d29b5567-aa60-4e51-847d-d0fc458fef84
Singapore Sling,1993,hasProducer,Paul Barron,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,fea9185c-990f-4079-baaa-36a14732e11c
Singapore Sling,1993,hasProducer,Julie Monton,Singapore Sling (1993),73a5db38-84a3-4a85-bb48-92195a92817b,5ffed6b3-b66c-4aec-a2a3-b75bfcf99c01
The Singer and the Dancer,1976,hasActor,Ruth Cracknell,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,003b8394-8e3d-4db0-ae6d-15017c6834af
The Singer and the Dancer,1976,hasActor,Elisabeth Crosby,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,bbbfbd4d-c66e-424f-9207-0ccd961f92fc
The Singer and the Dancer,1976,hasActor,Russell Kiefel,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,075466c1-f410-44fa-b9e1-580a4c57311a
The Singer and the Dancer,1976,hasActor,Jude Kuring,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,942b1986-2ac0-464f-8c8e-a46335720b8c
The Singer and the Dancer,1976,hasActor,Gerry Duggan,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,8cc8d7db-4b0b-4177-a734-b18d05e31fb0
The Singer and the Dancer,1976,hasActor,Julie Dawson,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,e32374d0-d33e-4466-8af7-566ff1ce6eef
The Singer and the Dancer,1976,hasActor,Jane Buckland,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,d05ae310-968f-4a8f-8b3c-103488abcd90
The Singer and the Dancer,1976,hasActor,Kate Sheil,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,1b36e73e-c58b-4ef0-87a2-c2c45be30974
The Singer and the Dancer,1976,hasActor,Rob Steele,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,9ec336d9-488e-4152-a5a6-0ce4e3178799
The Singer and the Dancer,1976,hasActor,Kerry Walker,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,c382578c-b0f9-41c3-aee0-8abc3c195f50
The Singer and the Dancer,1976,hasDirector,Gillian Armstrong,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,e190c79e-fe19-400c-a84b-9db1f7b28dbd
The Singer and the Dancer,1976,hasProducer,Gillian Armstrong,The Singer and the Dancer (1976),5a9be9ae-1c9c-4749-bc9f-d6f2f12e6eb1,e190c79e-fe19-400c-a84b-9db1f7b28dbd
Sirens,1994,hasActor,Hugh Grant,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,2677be80-c7cf-42b2-9a52-2a8bceb72688
Sirens,1994,hasActor,Tara Fitzgerald,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,e27e72a2-0319-424f-b9b2-6c5e101c5a53
Sirens,1994,hasActor,Sam Neill,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,07737bed-9bf7-4a4a-a7f5-732c0f05996b
Sirens,1994,hasActor,Elle Macpherson,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,a2293ea0-8250-44a9-af6a-f9aace8b3dd7
Sirens,1994,hasActor,Portia De Rossi,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,af146e35-bbff-4a12-adbd-e1eed2caf129
Sirens,1994,hasActor,Kate Fischer,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,de1dce7c-d813-4e44-b25a-5645d4848710
Sirens,1994,hasActor,Pamela Rabe,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,5f247d9d-2138-49ad-a0f7-71ecd3929a0d
Sirens,1994,hasActor,Ben Mendelsohn,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,be9d208a-ef57-486b-b2b4-a8e571971cf4
Sirens,1994,hasActor,John Polson,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,49e69f56-902f-47b5-993a-f7bca38f08bb
Sirens,1994,hasActor,Mark Gerber,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,66b7c78b-3496-4264-92bc-c1523718933f
Sirens,1994,hasActor,Julia Stone,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,223d2024-fad5-4ae3-ad99-993840a9b40b
Sirens,1994,hasActor,Ellie MacCarthy,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,b756fafb-2f47-4a5b-988a-32428421405d
Sirens,1994,hasActor,Vincent Ball,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,002baadf-1c2b-4986-9323-a932664e992d
Sirens,1994,hasActor,John Duigan,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,d2ba6834-0017-4e7b-b3db-33d4e9329530
Sirens,1994,hasActor,Lexy Murphy,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,574d29a1-19bd-4562-b14c-851b2c652ac9
Sirens,1994,hasActor,Scott Lowe,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,07f1c1e7-930b-4978-90cc-6934eac63698
Sirens,1994,hasActor,Bryan Davies,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,f6af8d05-e995-49da-9bfe-6ac5f01c07b8
Sirens,1994,hasActor,Lynne Emanuel,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,11e3b139-68ea-45cc-9d20-a9d3ed356d14
Sirens,1994,hasDirector,John Duigan,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,d2ba6834-0017-4e7b-b3db-33d4e9329530
Sirens,1994,hasProducer,Sue Milliken,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,1977fe23-27d8-47bc-b8f4-fadaae8baca7
Sirens,1994,hasProducer,Sarah Radclyffe,Sirens (1994),a691e729-72ed-400a-99e1-b394ae98b1f3,24c9127e-6265-4184-a216-4ffc5ade5827
Skin Deep,1984,hasActor,Briony Behets,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,fb4131de-1357-400b-866f-dabe46a7b6ab
Skin Deep,1984,hasActor,James Smillie,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,504cd8c8-75ad-4514-aa9f-d599b2025588
Skin Deep,1984,hasActor,Bartholomew John,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,fc4aae22-503a-410c-92d9-cae77badfebe
Skin Deep,1984,hasActor,Maureen O'Shaughnessy,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,fd3bc492-1ab4-491a-b7e8-6a16991f8c80
Skin Deep,1984,hasActor,Antoinette Byron,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,995c8127-7820-4561-a774-08bd65f9e5b5
Skin Deep,1984,hasActor,Carmen Duncan,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,ce217c9c-8f09-4227-ba34-a3bca32dbdf5
Skin Deep,1984,hasActor,Betty Lucas,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,41a0d1a2-9761-4399-8a78-e988459ebb97
Skin Deep,1984,hasActor,David Reyne,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,52b020f0-1883-4c57-8f9d-0057b0d8cafe
Skin Deep,1984,hasActor,Gary Day,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,e08e2c09-bdae-4f23-af88-4f5cd4ed4fe3
Skin Deep,1984,hasActor,Peter Ford,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,8ceaf806-8abf-4db0-9eaf-44f81c3ddfcd
Skin Deep,1984,hasActor,Angelo D'Angelo,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,2435a14b-3b26-42b6-9fb7-389801c19c37
Skin Deep,1984,hasActor,Suzanne Fox,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,9c315936-931c-43d1-a8f1-910cb868d1bb
Skin Deep,1984,hasActor,Jon Finlayson,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,8317daef-e3a7-47d2-b4d4-da7d41e273e3
Skin Deep,1984,hasActor,Kate Fitzpatrick,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,b6cf7752-8ee6-4e6a-85e4-a93efc46f26a
Skin Deep,1984,hasActor,John O'May,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,7ebb78db-b4ee-485f-b3f0-31bfcfb5483f
Skin Deep,1984,hasActor,John Ewart,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,6426c2d7-dada-4a6b-ab46-ae69a5f56c88
Skin Deep,1984,hasActor,Liz Harris,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,5f370a76-46d5-45de-8749-a765cc28200f
Skin Deep,1984,hasActor,James Moss,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,ec22c8ce-0541-4c28-8f6d-07af3bfe8a86
Skin Deep,1984,hasActor,Bobby Limb,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,2edf3dd1-8c82-409f-a016-fbb658c004d6
Skin Deep,1984,hasActor,Dale Stevens,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,51d97699-854c-41b1-b79d-f999f0671593
Skin Deep,1984,hasActor,Donna Gubbay,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,3b89f567-ec50-4ce6-9817-0c27230126c6
Skin Deep,1984,hasActor,Nicole Kidman,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,d3a7cd21-1615-4066-ab1e-bcae3ec44f87
Skin Deep,1984,hasActor,Alyson Best,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,b1e2624c-eb88-4cce-b576-997a5758de2b
Skin Deep,1984,hasActor,Mark Wignall,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,a16fc981-f210-47aa-b2bc-8643e36c5794
Skin Deep,1984,hasDirector,Chris Langman,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,5c025c4e-5fc4-4256-aaeb-30e43e5fd8dc
Skin Deep,1984,hasDirector,Mark Joffe,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,32b68dec-13ba-4735-b39d-9ebb58fb2830
Skin Deep,1984,hasProducer,Stanley Walsh,Skin Deep (1984),ee0d5077-4a1b-4527-8583-2d47a581d297,a5a8c2ac-572a-4011-a9b4-14126c3e5be8
Sky Pirates,1985,hasActor,John Hargreaves,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,73675d0b-bd82-4aa0-9f1d-a0ebf94f9316
Sky Pirates,1985,hasActor,Meredith Phillips,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,60ef7e99-e84b-4783-9229-8c635680eda8
Sky Pirates,1985,hasActor,Max Phipps,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,cef87e2e-586d-470f-9fcb-86a11a69ebba
Sky Pirates,1985,hasActor,Bill Hunter,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,d965b11e-f80a-4d73-a624-b54706b1bbe7
Sky Pirates,1985,hasActor,Simon Chilvers,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,89a053bd-5bd4-4927-a462-a1d50c3912db
Sky Pirates,1985,hasActor,Alex Scott,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,b4f3aee6-0aff-428b-82bc-9c518f812f24
Sky Pirates,1985,hasActor,David Parker,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,5c167ff0-2687-4400-9957-5a1d315d27bf
Sky Pirates,1985,hasActor,Adrian Wright,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,4082099b-4dd7-4c49-8f6c-7fd4b5a17504
Sky Pirates,1985,hasActor,Peter Cummins,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,46a6bbc0-7841-46ea-9c3b-6e6cf00422f6
Sky Pirates,1985,hasActor,Tommy Dysart,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,11b2621b-d61c-4886-826b-9861548174b0
Sky Pirates,1985,hasActor,Wayne Cull,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,1faf4bcb-d28a-4566-817b-7f2e7e61f9da
Sky Pirates,1985,hasActor,Alex Menglet,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,d91c7ca8-1bc8-440a-8b4d-ff0c197aab97
Sky Pirates,1985,hasActor,Nigel Bradshaw,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,4352a64d-16af-4dc1-b8e8-f5679112b43f
Sky Pirates,1985,hasActor,Chris Gregory,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,a633298e-a3f8-4765-b35a-becf3342f19f
Sky Pirates,1985,hasActor,John Murphy,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,278c6bec-9a20-4268-92be-11e0e1aa75b5
Sky Pirates,1985,hasActor,Victor Kazan,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,27f3dd1c-b56e-434e-8ccc-4b26ee25531d
Sky Pirates,1985,hasActor,Clive Hearne,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,04f34110-421c-445c-8f16-2bd24dac28c0
Sky Pirates,1985,hasActor,Bill Fozz,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,18f29e60-4799-4860-a69f-1bb1ab0cc9cc
Sky Pirates,1985,hasDirector,Colin Eggleston,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,ea5bca51-6163-41db-b79f-116162735bce
Sky Pirates,1985,hasProducer,John Lamond,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,8c82f2f3-140d-4dd7-968a-cf0b46118345
Sky Pirates,1985,hasProducer,Michael Hirsh,Sky Pirates (1985),735929ca-9c4b-41b9-900a-fb4e47db4d1a,19851dd9-f5a9-4f0d-ab09-3b98c238a9c4
Slate Wyn &amp; Me,1987,hasActor,Sigrid Thornton,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,029f6312-c636-41ee-80e0-554f519b98a1
Slate Wyn &amp; Me,1987,hasActor,Simon Burke,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,36f6545d-8655-4889-9862-42cd23029be5
Slate Wyn &amp; Me,1987,hasActor,Martin Sacks,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,86f94e15-9f5b-4a66-82e2-f738593fed26
Slate Wyn &amp; Me,1987,hasActor,Tom Lewis,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,1a0ce59a-1a47-47d9-a15b-dac82f29c1dd
Slate Wyn &amp; Me,1987,hasActor,Lesley Baker,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,49ce8cbc-a9ca-4cc4-a017-71a755b80413
Slate Wyn &amp; Me,1987,hasActor,Harold Baigent,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,44fbf35d-89e6-43cb-8218-c1e6b7ff0b1c
Slate Wyn &amp; Me,1987,hasActor,Michelle Torres,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,eb424b34-1c00-4465-b480-d41b8e8fbc34
Slate Wyn &amp; Me,1987,hasActor,Murray Fahey,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,2294120b-1a14-40e9-925f-0d4b2a79a76c
Slate Wyn &amp; Me,1987,hasActor,Taya Straton,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,b636b8bb-1be2-472b-a606-dde7e045536e
Slate Wyn &amp; Me,1987,hasActor,Julia MacDougall,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,13e012f2-734e-4137-8955-92abada68c98
Slate Wyn &amp; Me,1987,hasActor,Peter Cummins,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,46a6bbc0-7841-46ea-9c3b-6e6cf00422f6
Slate Wyn &amp; Me,1987,hasActor,Reg Gorman,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,06c55c0a-0403-4e5d-8c33-e43b9de1f0e4
Slate Wyn &amp; Me,1987,hasActor,Warren Owens,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,185254c9-c648-4061-8ffd-4e37d207e8ec
Slate Wyn &amp; Me,1987,hasActor,Eric McPhan,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,4815ce1f-583a-4b31-8370-a3f51abe8908
Slate Wyn &amp; Me,1987,hasActor,Simon Westaway,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,bef84ddb-e0a6-4f25-bbe1-d32a7bdab3e2
Slate Wyn &amp; Me,1987,hasDirector,Don McLennan,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,728f481d-728e-40a9-8742-cfc3546d4bde
Slate Wyn &amp; Me,1987,hasProducer,Tom Burstall,Slate Wyn &amp; Me (1987),6adcacab-be0f-43f1-984c-18a7456680f2,4fed9551-0927-4a3c-8f2f-264557afa87c
The Slim Dusty Movie,1984,hasActor,Slim Dusty,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,700614ad-03d5-4ae9-9d58-527c28664e53
The Slim Dusty Movie,1984,hasActor,Joy McKean,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,d116146b-87d7-4e3a-af07-3e72d2be6186
The Slim Dusty Movie,1984,hasActor,Anne Kirkpatrick,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,43a7b7d7-3041-41e6-abe2-26eded56daa7
The Slim Dusty Movie,1984,hasActor,Gordon Parsons,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,f12dda49-32f9-430c-8f7a-c82a37bd5342
The Slim Dusty Movie,1984,hasActor,Lew Williams,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,8bd2a230-0be3-4dbf-bc03-e3ee09af04e3
The Slim Dusty Movie,1984,hasActor,Buck Taylor,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,83b409d0-1af0-4129-b806-43873e53ac2a
The Slim Dusty Movie,1984,hasActor,Jon Blake,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,61319a70-aa50-477c-8d1c-e04f927390bd
The Slim Dusty Movie,1984,hasActor,Dean Stidworthy,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,126107da-d6f1-467b-b67e-11566adfcce9
The Slim Dusty Movie,1984,hasActor,Sandy Paul,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,1d2969d8-6f6b-47de-b394-9a0662cff8d2
The Slim Dusty Movie,1984,hasActor,Mary Charleston,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,9156f2db-643a-4355-86b1-d89339a54335
The Slim Dusty Movie,1984,hasDirector,Rob Stewart,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,505e720c-7ff9-44f2-a6ea-a5847ab96118
The Slim Dusty Movie,1984,hasProducer,Kent Chadwick,The Slim Dusty Movie (1984),5b680a3e-ec27-42b6-b832-c523eaf16f4a,3c7ed555-dfb5-49d1-aeb5-58698039df6d
Smiley,1956,hasActor,Ralph Richardson,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,b1ced091-407f-4ca3-a997-1015c3ea9e9e
Smiley,1956,hasActor,John McCallum,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,54168195-047f-4183-a7f5-5f483daabbff
Smiley,1956,hasActor,Chips Rafferty,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,fdcf075d-f1ea-4ceb-8161-f4a416333e3e
Smiley,1956,hasActor,Jocelyn Hernfield,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,dc84498f-dd92-423a-8bde-ee9416304b4c
Smiley,1956,hasActor,Charles Tingwell,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,f3707cdb-0538-4c01-80d5-39c676860ea3
Smiley,1956,hasActor,Margaret Christensen,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,c8693365-9ac2-4576-a983-6d970b9256d8
Smiley,1956,hasActor,Guy Doleman,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,dbf2a6b5-516a-4901-aebb-519110e03034
Smiley,1956,hasActor,Reginald Lye,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,db00e1f2-3171-4c57-8917-3f4ea320929d
Smiley,1956,hasActor,Colin Petersen,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,9f9b3665-a2eb-4989-80cc-25fac3399dff
Smiley,1956,hasActor,Bruce Archer,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,694a1300-12ce-4b40-95ca-355b5d32e5f2
Smiley,1956,hasActor,Marion Johns,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,10349a61-e407-4bfe-84e0-81ad32cb36ff
Smiley,1956,hasActor,Gavin Davies,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,bc24706b-1ec5-45ad-ab54-196c3333581f
Smiley,1956,hasActor,Toni Hansen,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,4ce820f5-4df1-41d8-a77f-16e50ba68af0
Smiley,1956,hasActor,Bill Rees,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,15915844-b249-46ff-ac78-ea7f11170cbb
Smiley,1956,hasActor,John Fegan,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,bcc2a173-55de-4968-83ae-92412204eb32
Smiley,1956,hasDirector,Anthony Kimmins,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,169c8ea4-2135-4b89-bbc7-7e6ba3cddb30
Smiley,1956,hasProducer,Anthony Kimmins,Smiley (1956),dc5d26c1-76b7-49bc-a41b-200cbdaff024,169c8ea4-2135-4b89-bbc7-7e6ba3cddb30
Smiley Gets a Gun,1958,hasActor,Sybil Thorndike,Smiley Gets a Gun (1958),a48a8c97-a10c-481a-a48f-03520b0886bd,04559f2f-d355-4693-90ba-19511465a180
Smiley Gets a Gun,1958,hasActor,Chips Rafferty,Smiley Gets a Gun (1958),a48a8c97-a10c-481a-a48f-03520b0886bd,fdcf075d-f1ea-4ceb-8161-f4a416333e3e
